sentence,prompt
Wrexham 2 0 2 0 5 5 2,"TL;DR , Wrexham is an organization entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , round Linda Wild ( U.S. ) is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , ) beat Barbara Rittner is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , 7-5 Asa is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , ( Sweden ) beat 15 is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , ) beat is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , Wild ( is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , 6-4 is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , Add is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , Germany ) 6-4 4-6 7-5 Asa Carlsson is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , Sweden ) is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , - Gabriela is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , Add Women 's singles "","" is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , singles "","" third round Linda is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , Barbara Rittner ( Germany ) 6-4 4-6 is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , - Gabriela Sabatini ( Argentina ) is not a named entity ."
"Add Women 's singles "","" third round Linda Wild ( U.S. ) beat Barbara Rittner ( Germany ) 6-4 4-6 7-5 Asa Carlsson ( Sweden ) beat 15 - Gabriela Sabatini ( Argentina ) 7-5 3-6 6-2","TL;DR , beat is not a named entity ."
"I think he got a little tight at a couple of moments "","" """""""" said Washington . """"""""","TL;DR , Washington is a person entity ."
"I think he got a little tight at a couple of moments "","" """""""" said Washington . """"""""","TL;DR , think he got a little tight at a is not a named entity ."
"I think he got a little tight at a couple of moments "","" """""""" said Washington . """"""""","TL;DR , at a couple is not a named entity ."
"Daniels Pharmaceuticals manufactures prescription pharmaceutical products "","" the largest of which is Levoxyl "","" a synthetic thyroid hormone for treating hypothyroidism .","TL;DR , Daniels Pharmaceuticals is an organization entity ."
"Daniels Pharmaceuticals manufactures prescription pharmaceutical products "","" the largest of which is Levoxyl "","" a synthetic thyroid hormone for treating hypothyroidism .","TL;DR , Levoxyl is an other entity ."
"Daniels Pharmaceuticals manufactures prescription pharmaceutical products "","" the largest of which is Levoxyl "","" a synthetic thyroid hormone for treating hypothyroidism .","TL;DR , manufactures prescription pharmaceutical products is not a named entity ."
"Daniels Pharmaceuticals manufactures prescription pharmaceutical products "","" the largest of which is Levoxyl "","" a synthetic thyroid hormone for treating hypothyroidism .","TL;DR , prescription pharmaceutical products "","" the is not a named entity ."
"Daniels Pharmaceuticals manufactures prescription pharmaceutical products "","" the largest of which is Levoxyl "","" a synthetic thyroid hormone for treating hypothyroidism .","TL;DR , hormone for treating hypothyroidism is not a named entity ."
"Daniels Pharmaceuticals manufactures prescription pharmaceutical products "","" the largest of which is Levoxyl "","" a synthetic thyroid hormone for treating hypothyroidism .","TL;DR , which is Levoxyl "","" a synthetic is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Israel is a location entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Bulgaria is a location entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Haim Hajaj is a person entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Nir Sivilia is a person entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , ) "","" Nir is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Israel 2 "","" is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , 0 ( is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , 47th ) "","" Nir Sivilia ( is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Bulgaria 0 ( halftime 0-0 ) Scorers : is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Haim Hajaj ( 47th ) "","" Nir is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , ) Scorers : Haim Hajaj is not a named entity ."
"Israel 2 "","" Bulgaria 0 ( halftime 0-0 ) Scorers : Haim Hajaj ( 47th ) "","" Nir Sivilia ( 57th ) .","TL;DR , Hajaj ( 47th ) is not a named entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , CANADA is a location entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , PANAMA is a location entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , WORLD CUP is an other entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , BEAT PANAMA 3-1 IN WORLD CUP is not a named entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , SOCCER - CANADA BEAT is not a named entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , PANAMA 3-1 IN WORLD is not a named entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , CANADA BEAT PANAMA 3-1 IN WORLD CUP is not a named entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , IN is not a named entity ."
SOCCER - CANADA BEAT PANAMA 3-1 IN WORLD CUP QUALIFIER .,"TL;DR , PANAMA 3-1 IN WORLD CUP is not a named entity ."
""""""""" The main subject ( of the talks ) was the search for a peaceful solution for Nagorno-Karabakh "","" """""""" the source said .","TL;DR , Nagorno-Karabakh is a location entity ."
""""""""" The main subject ( of the talks ) was the search for a peaceful solution for Nagorno-Karabakh "","" """""""" the source said .","TL;DR , for a peaceful solution for is not a named entity ."
""""""""" The main subject ( of the talks ) was the search for a peaceful solution for Nagorno-Karabakh "","" """""""" the source said .","TL;DR , said is not a named entity ."
"The American Stock Exchange index was down 1.66 points at 559.68 "","" and was off 1.26 for the week .","TL;DR , American Stock Exchange is an organization entity ."
"The American Stock Exchange index was down 1.66 points at 559.68 "","" and was off 1.26 for the week .","TL;DR , 1.66 points at 559.68 "","" and was off is not a named entity ."
"The American Stock Exchange index was down 1.66 points at 559.68 "","" and was off 1.26 for the week .","TL;DR , 1.26 for the week is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , Romania is a location entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , Lithuania is a location entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , European is an other entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , in is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , Under-21 soccer match is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , ( halftime 1-1 ) is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , 2-1 ( halftime 1-1 ) Lithuania is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , 2-1 is not a named entity ."
Romania beat 2-1 ( halftime 1-1 ) Lithuania in their European Under-21 soccer match on Friday .,"TL;DR , Romania beat 2-1 ( halftime 1-1 ) is not a named entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , Tripoli-based is an other entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , Gaddafi is a person entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , Jebel al-Akhdar is a location entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , 's airforce blasted in July rebel strongholds is not a named entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , Gaddafi 's airforce blasted in July rebel strongholds is not a named entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , and exiled opponents is not a named entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , July rebel strongholds in the mountainous is not a named entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , 's airforce blasted is not a named entity ."
Tripoli-based diplomats and exiled opponents said Gaddafi 's airforce blasted in July rebel strongholds in the mountainous Jebel al-Akhdar region .,"TL;DR , Gaddafi 's airforce blasted in July is not a named entity ."
Queen 's Park 1 Forfar 4,"TL;DR , Queen 's Park is an organization entity ."
Queen 's Park 1 Forfar 4,"TL;DR , Forfar is an organization entity ."
Queen 's Park 1 Forfar 4,"TL;DR , 's Park 1 Forfar is not a named entity ."
Queen 's Park 1 Forfar 4,"TL;DR , Park 1 Forfar 4 is not a named entity ."
Queen 's Park 1 Forfar 4,"TL;DR , 's Park 1 is not a named entity ."
Queen 's Park 1 Forfar 4,"TL;DR , Park is not a named entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , Matt Lawton is a person entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , Mike Fetters is a person entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , Minnesota is an organization entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , in is not a named entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , the ninth to give Minnesota a is not a named entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , homer off closer is not a named entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , homer off closer Mike is not a named entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , the ninth is not a named entity ."
Matt Lawton hit a three-run homer off closer Mike Fetters with one out in the ninth to give Minnesota a 4-2 lead .,"TL;DR , a three-run homer off closer Mike Fetters is not a named entity ."
2. Samuel Matete ( Zambia ) 48.34,"TL;DR , Samuel Matete is a person entity ."
2. Samuel Matete ( Zambia ) 48.34,"TL;DR , Zambia is a location entity ."
2. Samuel Matete ( Zambia ) 48.34,"TL;DR , Matete ( Zambia ) is not a named entity ."
2. Samuel Matete ( Zambia ) 48.34,"TL;DR , Samuel Matete ( is not a named entity ."
2. Samuel Matete ( Zambia ) 48.34,"TL;DR , Samuel Matete ( Zambia is not a named entity ."
2. Samuel Matete ( Zambia ) 48.34,"TL;DR , ( Zambia ) is not a named entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , Zemun is an organization entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , Rad is an organization entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , ) 0 is not a named entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , ) is not a named entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , Zemun 1 Rad ( is not a named entity ."
Zemun 1 Rad ( B ) 0,"TL;DR , ( B ) 0 is not a named entity ."
1909 - Elia Kazan born as Elia Kazanjoglus .,"TL;DR , Elia Kazan is a person entity ."
1909 - Elia Kazan born as Elia Kazanjoglus .,"TL;DR , Elia Kazanjoglus is a person entity ."
1909 - Elia Kazan born as Elia Kazanjoglus .,"TL;DR , - Elia Kazan born as is not a named entity ."
1909 - Elia Kazan born as Elia Kazanjoglus .,"TL;DR , - Elia Kazan is not a named entity ."
1909 - Elia Kazan born as Elia Kazanjoglus .,"TL;DR , Elia Kazan born as Elia Kazanjoglus is not a named entity ."
1909 - Elia Kazan born as Elia Kazanjoglus .,"TL;DR , as Elia Kazanjoglus is not a named entity ."
CLEVELAND 80 53 .602 -,"TL;DR , CLEVELAND is an organization entity ."
CLEVELAND 80 53 .602 -,"TL;DR , CLEVELAND 80 53 .602 is not a named entity ."
CLEVELAND 80 53 .602 -,"TL;DR , CLEVELAND 80 53 .602 - is not a named entity ."
Pohang 3 Ulsan 2 ( halftime 1-0 ),"TL;DR , Pohang is an organization entity ."
Pohang 3 Ulsan 2 ( halftime 1-0 ),"TL;DR , Ulsan is an organization entity ."
Pohang 3 Ulsan 2 ( halftime 1-0 ),"TL;DR , 1-0 ) is not a named entity ."
Pohang 3 Ulsan 2 ( halftime 1-0 ),"TL;DR , ( is not a named entity ."
Pohang 3 Ulsan 2 ( halftime 1-0 ),"TL;DR , halftime 1-0 is not a named entity ."
Pohang 3 Ulsan 2 ( halftime 1-0 ),"TL;DR , 3 Ulsan is not a named entity ."
"The war claimed more than ""125,000"" lives in the southern Mindanao island over a quarter of a century .","TL;DR , Mindanao is a location entity ."
"The war claimed more than ""125,000"" lives in the southern Mindanao island over a quarter of a century .","TL;DR , quarter of a century . is not a named entity ."
"The war claimed more than ""125,000"" lives in the southern Mindanao island over a quarter of a century .","TL;DR , of a century is not a named entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , Darryn Hill is a person entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , Australia is a location entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , Christian Arrue is a person entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , U.S. is a location entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , Hill ( Australia ) is not a named entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , ( is not a named entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , ( Australia ) beat Christian is not a named entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , Australia ) beat Christian Arrue ( U.S. ) is not a named entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , Arrue ( U.S. is not a named entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , Darryn Hill ( Australia ) beat Christian Arrue is not a named entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , Christian Arrue ( U.S. ) is not a named entity ."
Darryn Hill ( Australia ) beat Christian Arrue ( U.S. ) 2-0,"TL;DR , ) 2-0 is not a named entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , Danny Tartabull is a person entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , RBI is an other entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , Chicago is a location entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , one hit . is not a named entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , added two hits and three is not a named entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , hits is not a named entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , hits and three RBI as all Chicago starters is not a named entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , starters got at least one hit is not a named entity ."
Danny Tartabull added two hits and three RBI as all Chicago starters got at least one hit .,"TL;DR , Tartabull added two hits and three is not a named entity ."
"Tens of thousands of people have been killed and many more have been displaced in the fighting "","" which breached a shaky United Nations-sponsored ceasefire .","TL;DR , United Nations-sponsored is an other entity ."
"Tens of thousands of people have been killed and many more have been displaced in the fighting "","" which breached a shaky United Nations-sponsored ceasefire .","TL;DR , of is not a named entity ."
"Tens of thousands of people have been killed and many more have been displaced in the fighting "","" which breached a shaky United Nations-sponsored ceasefire .","TL;DR , ceasefire . is not a named entity ."
R. Irani not out 45,"TL;DR , R. Irani is a person entity ."
R. Irani not out 45,"TL;DR , Irani not is not a named entity ."
R. Irani not out 45,"TL;DR , not is not a named entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , Al Unser is a person entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , U.S. is a location entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , Penske Mercedes-Benz is an organization entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , Unser Jr ( U.S. ) "","" Penske is not a named entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , 7. Al Unser Jr ( U.S. ) is not a named entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , ) is not a named entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , U.S. ) "","" Penske Mercedes-Benz "","" 54.683 is not a named entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , Jr ( is not a named entity ."
"7. Al Unser Jr ( U.S. ) "","" Penske Mercedes-Benz "","" 54.683","TL;DR , 7. is not a named entity ."
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .","TL;DR , John Geraghty is a person entity ."
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .","TL;DR , North American Equity Services is an organization entity ."
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .","TL;DR , North American is not a named entity ."
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .","TL;DR , on those edited promises "","" """""""" said is not a named entity ."
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .","TL;DR , those edited is not a named entity ."
""""""""" The stock market will have to edit the promises and then do a probability study on those edited promises "","" """""""" said John Geraghty at the consulting firm North American Equity Services .","TL;DR , edit the promises and then is not a named entity ."
Travellers arriving in Egypt say militants and police officers clash regularly in Benghazi .,"TL;DR , Egypt is a location entity ."
Travellers arriving in Egypt say militants and police officers clash regularly in Benghazi .,"TL;DR , Benghazi is a location entity ."
Travellers arriving in Egypt say militants and police officers clash regularly in Benghazi .,"TL;DR , militants and police is not a named entity ."
Travellers arriving in Egypt say militants and police officers clash regularly in Benghazi .,"TL;DR , clash is not a named entity ."
Travellers arriving in Egypt say militants and police officers clash regularly in Benghazi .,"TL;DR , in Egypt say militants and police officers clash is not a named entity ."
Travellers arriving in Egypt say militants and police officers clash regularly in Benghazi .,"TL;DR , clash regularly in Benghazi . is not a named entity ."
"The match turned on the third-set tiebreaker "","" which the American won 7-5 much to the dismay of the spectators .","TL;DR , American is an other entity ."
"The match turned on the third-set tiebreaker "","" which the American won 7-5 much to the dismay of the spectators .","TL;DR , third-set is not a named entity ."
"The match turned on the third-set tiebreaker "","" which the American won 7-5 much to the dismay of the spectators .","TL;DR , turned on is not a named entity ."
Quigley ( USA ) 3:42.852,"TL;DR , Quigley is a person entity ."
Quigley ( USA ) 3:42.852,"TL;DR , USA is a location entity ."
Quigley ( USA ) 3:42.852,"TL;DR , Quigley ( is not a named entity ."
Quigley ( USA ) 3:42.852,"TL;DR , ) is not a named entity ."
Quigley ( USA ) 3:42.852,"TL;DR , Quigley ( USA ) is not a named entity ."
Quigley ( USA ) 3:42.852,"TL;DR , USA ) 3:42.852 is not a named entity ."
"The couple would probably be extradited to Germany which has requested their deportation "","" the Dutch police spokeswoman said .","TL;DR , Germany is a location entity ."
"The couple would probably be extradited to Germany which has requested their deportation "","" the Dutch police spokeswoman said .","TL;DR , Dutch is an other entity ."
"The couple would probably be extradited to Germany which has requested their deportation "","" the Dutch police spokeswoman said .","TL;DR , Dutch police spokeswoman said is not a named entity ."
"The couple would probably be extradited to Germany which has requested their deportation "","" the Dutch police spokeswoman said .","TL;DR , has requested their deportation "","" the Dutch police is not a named entity ."
"The couple would probably be extradited to Germany which has requested their deportation "","" the Dutch police spokeswoman said .","TL;DR , to Germany is not a named entity ."
"The couple would probably be extradited to Germany which has requested their deportation "","" the Dutch police spokeswoman said .","TL;DR , Dutch police spokeswoman is not a named entity ."
MILAN 1996-08-30,"TL;DR , MILAN is a location entity ."
MILAN 1996-08-30,"TL;DR , MILAN 1996-08-30 is not a named entity ."
MILAN 1996-08-30,"TL;DR , 1996-08-30 is not a named entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , Azerbaijan is a location entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , Nagorno-Karabakh is a location entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , Armenia is a location entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , to Nagorno-Karabakh if Armenian forces pull out "","" is not a named entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , it is prepared to grant autonomy to Nagorno-Karabakh is not a named entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , Armenian forces pull out "","" but is not a named entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , the independence of the enclave is not a named entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , prepared to grant autonomy to Nagorno-Karabakh if is not a named entity ."
"Azerbaijan has said it is prepared to grant autonomy to Nagorno-Karabakh if Armenian forces pull out "","" but will not accept Armenia 's demands for the independence of the enclave .","TL;DR , "","" but will is not a named entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , Swedish is an other entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , LM Ericsson AB is an organization entity ."
Swedish telecoms group LM Ericsson AB said on Friday it won an order worth 1.2 billion crowns for a fixed public telecoms network in the Guangdong province of China .,"TL;DR , Guangdong is a location entity ."
